Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:23,1362,800306AA0,1362,800306AA0,14.23,US Dollar,14.23,US Dollar,Reinvestment,0
2022/09/01 00:18,10,800056660,10,800056660,726.94,US Dollar,726.94,US Dollar,Cash,0
2022/09/01 00:05,10,8003EBFF0,10,8003EBFF0,2613.67,US Dollar,2613.67,US Dollar,Reinvestment,0
2022/09/01 00:15,1292,8002BC4C0,1292,8002BC4C0,6836.5,US Dollar,6836.5,US Dollar,Reinvestment,0
2022/09/01 00:07,70,100428660,12,8001A8EB0,17459.98,US Dollar,17459.98,US Dollar,Credit Card,0
2022/09/01 00:21,10,800349840,10,800420F50,353.94,US Dollar,353.94,US Dollar,Cheque,0
2022/09/01 00:19,3727,8003F7C70,3727,8003F7C70,58782.88,US Dollar,58782.88,US Dollar,Reinvestment,0
2022/09/01 00:23,10,8001074F0,12,800145390,2055890.5,US Dollar,2055890.5,US Dollar,Wire,0
2022/09/01 00:03,1,80032EC20,1,80032EC20,17769917.51,US Dollar,17769917.51,US Dollar,Reinvestment,0
2022/09/01 00:13,1,8001E4FB0,1,8001E4FB0,9.06,US Dollar,9.06,US Dollar,Reinvestment,0
2022/09/01 00:20,3241,80033B7C0,1601,80033AD80,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:16,12,800220E60,12,800220E60,961017.77,US Dollar,961017.77,US Dollar,Reinvestment,0
2022/09/01 00:04,220,8001325C0,1588,8003C0700,2239.76,US Dollar,2239.76,US Dollar,Credit Card,0
2022/09/01 00:10,1588,800321F50,1588,800321F50,19.68,US Dollar,19.68,US Dollar,Reinvestment,0
2022/09/01 00:14,1,8001E6840,1,8001E6840,210872.37,US Dollar,210872.37,US Dollar,Reinvestment,0
2022/09/01 00:02,3488,8003D7110,3488,8003D7110,82.03,US Dollar,82.03,US Dollar,Reinvestment,0
2022/09/01 00:05,1,8002EC510,1,8002EC510,14943.04,US Dollar,14943.04,US Dollar,Reinvestment,0
2022/09/01 00:10,10,8001EB460,10,8001EB460,15.49,US Dollar,15.49,US Dollar,Reinvestment,0
2022/09/01 00:04,12,8001C8580,12,8001C8580,4712.93,US Dollar,4712.93,US Dollar,Reinvestment,0
2022/09/01 00:23,1,800418C20,1,800418C20,8945.03,US Dollar,8945.03,US Dollar,Reinvestment,0
2022/09/01 00:08,1420,8003C1000,128684,813539070,5.52,US Dollar,5.52,US Dollar,Credit Card,0
2022/09/01 00:11,1292,8002D6970,1292,8002D6970,20.2,US Dollar,20.2,US Dollar,Reinvestment,0
2022/09/01 00:14,1,8003011F0,1,8003011F0,235729.93,US Dollar,235729.93,US Dollar,Reinvestment,0
2022/09/01 00:05,70,100428660,1,800199240,24112.46,US Dollar,24112.46,US Dollar,Cheque,0
2022/09/01 00:12,12,800056E00,12,800056E00,139575.29,US Dollar,139575.29,US Dollar,Reinvestment,0
2022/09/01 00:01,1601,8003479D0,1601,8003479D0,13.84,US Dollar,13.84,US Dollar,Reinvestment,0
2022/09/01 00:10,10,80005ADE0,10,80005ADE0,16314.97,US Dollar,16314.97,US Dollar,Reinvestment,0
2022/09/01 00:35,70,100428738,210690,8044336A0,636532.29,Yen,636532.29,Yen,Cash,1
2022/09/01 00:20,12,800157DF0,12,800157DF0,6732.91,US Dollar,6732.91,US Dollar,Reinvestment,0
2022/09/01 00:14,1362,8002B89B0,1362,8002B89B0,479616.57,US Dollar,479616.57,US Dollar,Reinvestment,0
2022/09/01 00:21,10,80005B110,10,80021ADE0,15189.49,US Dollar,15189.49,US Dollar,Credit Card,0
2022/09/01 00:18,10,8001A5F50,10,8001AA0E0,396062961.0,US Dollar,396062961.0,US Dollar,ACH,0
2022/09/01 00:29,10,8003A8280,10,8003A8280,12031.65,US Dollar,12031.65,US Dollar,Reinvestment,0
2022/09/01 00:13,1588,8004051F0,218472,806D61160,109.35,US Dollar,109.35,US Dollar,Credit Card,0
2022/09/01 00:10,1,800160AA0,1,800160AA0,12.75,US Dollar,12.75,US Dollar,Reinvestment,0
2022/09/01 00:06,13327,8016BA470,2991,8016BBF90,25397.0,US Dollar,25397.0,US Dollar,ACH,0
2022/09/01 00:12,1,8001C9F20,1,8001C9F20,23.19,US Dollar,23.19,US Dollar,Reinvestment,0
2022/09/01 00:22,1,8000EBF70,12,8001473E0,7370.59,US Dollar,7370.59,US Dollar,Cash,0
2022/09/01 00:25,10,8000588D0,10,8000588D0,10.32,US Dollar,10.32,US Dollar,Reinvestment,0
2022/09/01 00:09,3542,80034E560,3542,80034E560,887.69,US Dollar,887.69,US Dollar,Reinvestment,0
2022/09/01 00:07,1467,80032E240,1588,80032E6E0,39236592.0,US Dollar,39236592.0,US Dollar,Cheque,0
2022/09/01 00:10,220,8001C6FD0,220,8001C6FD0,12.45,US Dollar,12.45,US Dollar,Reinvestment,0
2022/09/04 15:48,21174,800737690,11056,8007486D0,15224.53,Euro,15224.53,Euro,ACH,1
2022/09/01 00:11,1420,8003EBF50,1420,8003EBF50,6370.27,US Dollar,6370.27,US Dollar,Reinvestment,0
2022/09/01 14:28,10,8009CF210,11318,8011AB110,11964.97,US Dollar,11964.97,US Dollar,ACH,1
2022/09/01 00:27,1,800056160,10,80010BFC0,22443.26,US Dollar,22443.26,US Dollar,Cheque,0
2022/09/01 00:13,22828,8018A5CF0,22828,8018A5CF0,1445.91,US Dollar,1445.91,US Dollar,Reinvestment,0
2022/09/01 00:15,1,8001BDFF0,1,8001BDFF0,303.92,US Dollar,303.92,US Dollar,Reinvestment,0
2022/09/01 00:24,12,8003FB470,12,8003FB470,15.86,US Dollar,15.86,US Dollar,Reinvestment,0
2022/09/01 00:10,1,8002BC5B0,1,8002BC5B0,13.24,US Dollar,13.24,US Dollar,Reinvestment,0
2022/09/01 00:22,10,800113BF0,10,800113BF0,4475.23,US Dollar,4475.23,US Dollar,Reinvestment,0
2022/09/01 00:23,1,8001488C0,1,8001488C0,129628.74,US Dollar,129628.74,US Dollar,Reinvestment,0
2022/09/01 00:24,3601,800305990,3601,800305990,264.14,US Dollar,264.14,US Dollar,Reinvestment,0
2022/09/01 00:00,10,80022B180,10,80022B180,350954.69,US Dollar,350954.69,US Dollar,Reinvestment,0
2022/09/01 00:03,23885,8018A6110,23885,8018A6110,6.05,US Dollar,6.05,US Dollar,Reinvestment,0
2022/09/01 00:07,3278,800193930,3278,800193930,3640.25,US Dollar,3640.25,US Dollar,Reinvestment,0
2022/09/01 00:01,1,8002BAD30,1,8002BAD30,14.07,US Dollar,14.07,US Dollar,Reinvestment,0
2022/09/01 00:24,12,8003FB470,12,8003FB470,2632561.85,US Dollar,2632561.85,US Dollar,Reinvestment,0
2022/09/01 00:08,1,80041F1C0,1,80041F1C0,217073.33,US Dollar,217073.33,US Dollar,Reinvestment,0
2022/09/01 00:25,10,80014F470,10,80014F470,16.81,US Dollar,16.81,US Dollar,Reinvestment,0
2022/09/01 00:20,10,8000EBD30,10,8000EBD30,3697.34,US Dollar,3697.34,US Dollar,Reinvestment,0
2022/09/01 00:00,220,8001325C0,1588,8003C0700,62.76,US Dollar,62.76,US Dollar,ACH,0
2022/09/01 00:14,220,800102D10,220,800102D10,21.84,US Dollar,21.84,US Dollar,Reinvestment,0
2022/09/01 00:11,1292,8004191B0,1292,8004191B0,22.54,US Dollar,22.54,US Dollar,Reinvestment,0
2022/09/01 00:22,1,800058B80,1,800058B80,1028547.78,US Dollar,1028547.78,US Dollar,Reinvestment,0
2022/09/01 00:02,1467,8003C8270,1467,8003C8270,933.19,US Dollar,933.19,US Dollar,Reinvestment,0
2022/09/01 00:08,1588,8003486D0,1588,8003486D0,22.97,US Dollar,22.97,US Dollar,Reinvestment,0
2022/09/01 00:11,1601,8003EFE50,1601,8003EFE50,17.34,US Dollar,17.34,US Dollar,Reinvestment,0
2022/09/01 00:08,10,800118A80,10,800118A80,1956137.77,US Dollar,1956137.77,US Dollar,Reinvestment,0
2022/09/01 00:11,1,80026BBD0,1,80026BBD0,15220.46,US Dollar,15220.46,US Dollar,Reinvestment,0
2022/09/01 00:19,1,800153380,1,800153380,4050.75,US Dollar,4050.75,US Dollar,Reinvestment,0
2022/09/01 00:18,1,80033D910,1,80033D910,209.42,US Dollar,209.42,US Dollar,Reinvestment,0
2022/09/01 00:16,3211,800174530,3211,800174530,3735.59,US Dollar,3735.59,US Dollar,Reinvestment,0
2022/09/01 00:10,1362,8001D13B0,1362,8001D13B0,396751.91,US Dollar,396751.91,US Dollar,Reinvestment,0
